,Seed,Region,Team,Opponent,Team Score,Opponent Score,Result,Year,Round,team_game_result,fg_pct,fg3_pct,ft_pct,efg_pct,fga,fg3a,fta,orb,drb,tov,opp_name_abbr,pt_diff
0,16,east,Fairleigh Dickinson,Purdue,63,58,1,2023,1,4,1.1435945841392652,0.9106865051903117,1.1167008849557525,0.8549534246575342,1.3776278260869568,1.0704230031948883,0.9262787234042553,0.9187139784946239,1.0324269377382467,0.989342372881356,"['St. Francis Brooklyn', 'St. Francis Brooklyn', 'Saint Francis (PA)', 'Merrimack', 'Texas Southern']",2.9564800000000013
1,9,east,Florida Atlantic,Memphis,66,65,1,2023,1,5,1.061747714808044,1.0572319862424766,1.0670248927038628,1.0339875,1.0503431693989074,0.8616491228070177,1.1206253129346317,0.8954064516129033,1.0613457725947526,0.89923611738149,"['Rice', 'Louisiana Tech', 'Western Kentucky', 'Middle Tennessee', 'UAB']",4.048
2,5,east,Duke,Oral Roberts,74,51,1,2023,1,5,0.9908947162426615,0.9217389961389962,1.0215716814159292,0.8668366621067034,0.8068394029850747,1.418260645161291,1.0259738903394258,0.8976000000000004,1.068835595105673,0.8573217391304349,"['NC State', 'North Carolina', 'Pittsburgh', 'Miami (FL)', 'Virginia']",1.7452800000000004
3,4,east,Tennessee,Louisiana,58,55,1,2023,1,3,1.1903615230460924,0.9797218884120175,1.1874217090069286,0.9820800000000001,1.2102857142857144,0.6992622083981339,0.917581920903955,0.8368858536585367,0.9139999999999999,0.7382495049504951,"['South Carolina', 'Arkansas', 'Auburn', 'Ole Miss', 'Missouri']",3.5750400000000004
4,6,east,Kentucky,Providence,61,53,1,2023,1,3,1.040309881422925,1.0079295843520786,1.0733251101321588,0.9056313213703101,0.8735354466858792,1.1376514548238899,1.0342934844192637,1.0840291970802922,1.0563372455089821,1.151320430107527,"['Florida', 'Auburn', 'Vanderbilt', 'Arkansas', 'Vanderbilt']",1.2675200000000004
5,3,east,Kansas State,Montana State,77,65,1,2023,1,3,1.0209896749521992,1.0054144983197313,1.0306221258134491,1.1328510638297873,0.8534997084548106,0.8629262316910787,0.9898267379679146,0.9100800000000001,1.0378434782608696,0.9644679245283021,"['Baylor', 'Oklahoma State', 'Oklahoma', 'West Virginia', 'TCU']",0.5552000000000002
6,7,east,Michigan State,USC,72,62,1,2023,1,3,1.089872340425532,0.9746946502057614,1.0539115044247789,1.0724087227414332,1.20683155216285,1.23409696969697,1.1095567852437418,1.0675174089068826,0.8367299408284025,0.9317942857142858,"['Indiana', 'Iowa', 'Nebraska', 'Ohio State', 'Ohio State']",1.2307200000000003
7,2,east,Marquette,Vermont,78,61,1,2023,1,5,0.9795257142857143,0.9581895124195035,0.9805465020576133,1.016778947368421,0.92371671388102,0.7280326530612247,1.2300278551532038,0.9514992366412215,0.9984755905511814,1.0121794195250662,"['Butler', ""St. John's (NY)"", ""St. John's (NY)"", 'Connecticut', 'Xavier']",2.0268800000000007
8,1,east,Purdue,Fairleigh Dickinson,58,63,0,2023,1,5,1.002807722007722,0.9542561983471076,1.0234503282275713,0.9508694481830418,0.8784,1.0313333333333334,0.8967354838709678,0.9466181818181818,0.94583427922815,0.8504432432432432,"['Wisconsin', 'Illinois', 'Rutgers', 'Ohio State', 'Penn State']",0.9222400000000002
9,8,east,Memphis,Florida Atlantic,65,66,0,2023,1,4,1.059097358490566,0.9337519083969468,1.00977369519833,1.0596781609195403,1.3618402266288956,1.0893243606998655,1.0266859437751006,0.9919736842105266,1.0321941747572816,1.0642456140350878,"['SMU', 'Houston', 'UCF', 'Tulane', 'Houston']",3.3235200000000007
