,Seed,Region,Team,Opponent,Team Score,Opponent Score,Result,Year,Round,team_game_result,fg_pct,fg3_pct,ft_pct,efg_pct,fga,fg3a,fta,orb,drb,tov,opp_name_abbr,pt_diff
0,1,east,Villanova,Radford,87,61,1,2018,1,5,0.8900302521008404,1.0371147540983607,0.8886080000000002,1.1078411053540589,0.8511521197007482,0.8680111420612814,1.0675799743260592,1.2008071216617213,1.0990411233701105,0.92481592039801,"['Seton Hall', 'Georgetown', 'Marquette', 'Butler', 'Providence']",10.979200000000002
1,9,east,Alabama,Virginia Tech,86,83,1,2018,1,2,0.8151676300578037,1.0532488101265824,0.8196963123644253,0.9531076923076925,0.8205006134969326,0.9579826086956523,0.9724011940298507,1.4976000000000005,1.0054942372881357,0.9453312000000001,"['Florida', 'Texas A&M', 'Texas A&M', 'Auburn', 'Kentucky']",-10.398400000000002
2,5,east,West Virginia,Murray State,85,68,1,2018,1,3,1.0312698412698413,0.9442325189553497,1.0188917431192663,0.9248456641053789,1.136231161473088,1.0412516129032259,0.9585462140992167,0.8047787139689578,0.8307492682926831,0.7227636363636365,"['Texas Tech', 'Texas', 'Baylor', 'Texas Tech', 'Kansas']",3.2208000000000014
3,13,east,Marshall,Wichita State,81,75,1,2018,1,4,0.9697372262773724,0.9787354838709681,0.9416222698072806,1.062526482213439,1.0366435754189944,0.8941493975903618,0.984994764397906,1.0465586776859506,0.9721695931477519,0.8980419700214136,"['UAB', 'Middle Tennessee', 'UTSA', 'Southern Mississippi', 'Western Kentucky']",-1.2208000000000008
4,6,east,Florida,St. Bonaventure,77,62,1,2018,1,3,0.9618587771203159,0.9698742857142858,0.9541074074074075,1.0628923076923078,0.9059718918918919,0.8463120356612186,0.8257047353760447,1.0440681388012618,0.9789210256410258,0.9840509554140127,"['Tennessee', 'Auburn', 'Alabama', 'Kentucky', 'Arkansas']",1.7344000000000008
5,3,east,Texas Tech,Stephen F. Austin,70,60,1,2018,1,2,1.0023938461538462,0.9527076335877864,0.9787930434782609,1.0284102564102566,1.1373637883008356,1.023807533414338,0.9426727272727274,1.1210788571428572,0.9546000000000002,0.797080831408776,"['Kansas', 'West Virginia', 'TCU', 'Texas', 'West Virginia']",-1.2912000000000003
6,10,east,Butler,Arkansas,79,62,1,2018,1,2,1.0407940740740742,1.0265540603248262,1.0207966173361525,1.1127652173913045,1.1136448179271712,0.760982206405694,0.8478474226804125,0.969593869731801,0.9198137254901964,0.9053577023498698,"['Creighton', ""St. John's (NY)"", 'Seton Hall', 'Seton Hall', 'Villanova']",4.168000000000003
7,2,east,Purdue,Cal State Fullerton,74,48,1,2018,1,4,1.0978024263431543,0.9070840247973297,1.0851018255578095,0.9946304761904764,1.0266780952380954,1.1656931726907633,1.0143569313593541,0.9063343283582092,0.9993631406761179,1.0360757033248085,"['Illinois', 'Minnesota', 'Rutgers', 'Penn State', 'Michigan']",5.700800000000003
8,16,east,Radford,Villanova,61,87,0,2018,1,5,0.9516210526315791,0.9938016000000001,0.9493948235294121,0.9318416141235815,1.0301661891117482,1.0335166123778503,1.0129213793103449,0.832886426592798,1.1682766451612905,0.7124869565217392,"['Longwood', 'Longwood', 'Winthrop', 'Liberty', 'LIU Brooklyn']",13.667200000000001
9,8,east,Virginia Tech,Alabama,83,86,0,2018,1,2,0.8185649913344889,0.99156418230563,0.8040689378757517,1.062945503355705,0.8694391752577322,0.9379171806167402,0.9663052186177717,1.0722083720930236,0.9568984615384616,0.7468010282776351,"['Clemson', 'Louisville', 'Duke', 'Miami (FL)', 'Notre Dame']",0.9184000000000005
10,12,east,Murray State,West Virginia,68,85,0,2018,1,5,0.9339240143369179,0.9734815307820301,0.9255519668737062,1.0561157162726011,0.9220159151193634,1.0009711790393017,1.0197929155313352,0.9537729729729731,1.0630736842105266,1.1859063829787237,"['Tennessee Tech', 'Eastern Illinois', 'Austin Peay', 'Jacksonville State', 'Belmont']",10.792000000000002
11,4,east,Wichita State,Marshall,75,81,0,2018,1,3,0.9669110707803993,0.9272195121951221,0.9596873949579834,0.9310780177890727,0.9959349081364832,1.1356525714285717,1.042182408660352,1.0742709677419358,0.9038542141230069,1.1124317460317463,"['SMU', 'UCF', 'Cincinnati', 'Temple', 'Houston']",3.4192000000000005
12,11,east,St. Bonaventure,Florida,62,77,0,2018,1,4,1.0452744186046512,1.0876667687595714,1.021328603104213,1.3687237518910744,0.9410611398963732,1.3201934508816122,0.9056212765957448,0.9689324503311258,1.0305144266337858,0.8258005221932118,"['Davidson', 'Saint Louis', 'Richmond', 'Davidson', 'UCLA']",2.7056000000000004
